feature_name|feature_class|state_name|map_name|prim_lat_dec|prim_long_dec
Grotto Rock|Pillar|California|Morro Bay South OE W|35.2630311|-120.89407
Hazard Peak|Summit|California|Morro Bay South|35.2832685|-120.8598034
Oats Peak|Summit|California|Morro Bay South|35.2566197|-120.8521958
Barton Mountain|Summit|California|Kaweah|36.4527205|-118.9320329
Schroeder Mountain|Summit|California|Clio|39.6272635|-120.5292825
Mount Marsh|Summit|California|Mount Whitney|36.5547643|-118.2784443
Bullion Knob|Summit|California|Bear Valley|37.5344773|-120.0302711
Crows Nest|Summit|California|Mariposa|37.4707547|-119.9592188
Juniper Ridge|Ridge|California|Hornitos|37.5554238|-120.142137
Rattlesnake Ridge|Ridge|California|Catheys Valley|37.4651429|-120.0235109
Stockton Ridge|Ridge|California|Mariposa|37.4834799|-119.9563781
Panoramic View (historical)|Summit|California|Lodgepole|36.5749419|-118.6509296
The Pinnacles|Summit|California|Tenaya Lake|37.7621335|-119.4943787
Slide Peak|Summit|California|Slide Bluffs|36.9002312|-118.6915906
Poulsen Peak|Summit|California|Tahoe City|39.2096428|-120.2362141
Trembath Mountain|Summit|California|Amador City|38.4799949|-120.7813759
Powers Peak|Summit|California|Kernville|35.7793523|-118.4057136
Saline Peak|Summit|California|Saline Peak|36.9511556|-117.7242012
Webber Peak|Summit|California|Webber Peak|39.4802565|-120.4452908
Clem Nelson Peak|Summit|California|Blanco Mountain|37.3952328|-118.1730312
Mount Andrea Lawrence|Summit|California|Koip Peak|37.7796181|-119.2201795
Gold Star Peak|Summit|California|Martis Peak|39.2567492|-120.088126
Mount Hansen (not official)|Summit|California|Mount Goddard|37.0738375|-118.692159
Chinese Camp Ridge|Ridge|California|Kyburz|38.8736111|-120.3375
Chicken Hawk Ridge|Ridge|California|Michigan Bluff|39.0956614|-120.723596
Sawtooth Ridge|Ridge|California|Truckee|39.250424|-120.1772146
Sand Ridge|Ridge|California|English Mountain|39.4063092|-120.5766645
Buena Vista Peak|Summit|California|General Grant Grove|36.7114849|-118.8967275
West Vidette|Summit|California|Mount Brewer|36.7339049|-118.4197275
Bartholomew Peak|Summit|California|Dogtooth Peak|37.2124872|-119.1231013
Sky Point|Summit|California|Mount Tom|37.2543979|-118.7275333
Oat Mountain|Summit|California|Globe|36.0002227|-118.7992445
Sentinel Rock|Pillar|California|Carson Pass|38.63671|-119.8966
TV Hill|Summit|California|Antelope Valley|39.6387439|-120.2642756
Black Diamond Ridge|Ridge|California|Blue Nose Mountain|39.7583979|-120.8254612
Pliocene Ridge|Ridge|California|Downieville|39.5073948|-120.8198568
1001 Ridge|Ridge|California|Haypress Valley|39.5790648|-120.5147669
Sawtooth Ridge|Ridge|California|Truckee|39.25035|-120.17713
Saddleback|Ridge|California|Eagle Peak|41.2834|-120.20073
Lewis Peak|Summit|California|Mount Whitney|36.57333|-118.28973
Beauty Peak|Summit|Nevada|Aurora|38.286739|-118.9749887
Braly Peaks|Summit|Nevada|Aurora|38.2515978|-118.9211693
Mount Airy|Summit|Nevada|Mount Airy|39.522173|-117.3769885
Mount Anna|Summit|Nevada|Slate Mountain|39.0032703|-118.1263091
Mount Annie|Summit|Nevada|Mount Annie|38.9750978|-118.1378685
Antelope Butte|Summit|Nevada|Gilbert Creek NE|39.8855655|-117.3280376
Antler Peak|Summit|Nevada|Antler Peak|40.599202|-117.1328011
Aplite Ridge|Ridge|Nevada|Fourmile Canyon|39.1696631|-118.3810168
Mount Augusta|Summit|Nevada|Mount Augusta|39.539968|-117.9194954
Auld Lang Syne Peak|Summit|Nevada|Dun Glen|40.7436895|-117.8812101
Awakening Peak|Summit|Nevada|Awakening Peak|41.288933|-117.9935882
Bald Mountain|Summit|Nevada|Double Spring|38.8086693|-119.5227382
Bald Mountain|Summit|Nevada|Reese River Canyon|38.7841234|-118.8342095
Bald Mountain|Summit|Nevada|Desatoya Peak|39.2809284|-117.7565309
Ball Rock|Pillar|Nevada|Broken Hills|39.1027029|-118.0231786
Basalt Hill|Summit|Nevada|Virginia City|39.2568179|-119.6707271
Basalt Mesa|Summit|Nevada|Virginia City|39.2626683|-119.6448818
Basque Summit|Summit|Nevada|Basque Summit|39.3849334|-117.7000326
Bell Mountain|Summit|Nevada|Bell Mountain|39.1633695|-118.0854526
Big Hat Mountain|Summit|Nevada|Big Hat Mountain|41.4537728|-119.94798
Big Kasock Mountain|Summit|Nevada|Big Kasock Mountain|39.0431472|-118.324433
Big Mountain|Summit|Nevada|Big Mountain|41.2799247|-119.0598445
Bismark Peak|Summit|Nevada|Mineral Peak|39.0857733|-119.5687218
Black Butte|Summit|Nevada|Hazen|39.5797495|-119.0577591
Black Buttes|Summit|Nevada|Yellow Hills East|41.4451761|-119.2804734
Black Dyke Mountain|Summit|Nevada|Black Dyke Mountain|38.4472415|-118.2101933
Black Knob|Summit|Nevada|La Plata Canyon|39.445454|-118.2885597
Black Knob|Summit|Nevada|Buffalo Mountain|40.2410476|-118.221451
Black Mountain|Summit|Nevada|Boundary Peak|37.8255989|-118.2614072
Black Mountain|Summit|Nevada|Rays|38.1619642|-117.2160532
Black Mountain|Summit|Nevada|Hussman Spring|38.9401421|-118.9105046
Black Mountain|Summit|Nevada|Mud Meadow|41.3278635|-119.1364751
Black Mountain|Summit|Nevada|Nixon|39.7696957|-119.3159522
Black Ridge|Ridge|Nevada|Buffalo Mountain|40.2225957|-118.129287
Black Rock|Pillar|Nevada|Devils Gate|38.0749305|-117.633708
Black Warrior Peak|Summit|Nevada|Black Warrior Peak|39.913074|-119.2439213
Bloody Point|Ridge|Nevada|Godeys Rock|40.7181695|-119.4699964
Bloody Run Peak|Summit|Nevada|Bloody Run Peak|41.171498|-117.7670442
Booker Mountain|Summit|Nevada|Tonopah|38.0990271|-117.1870085
Bottle Hill|Summit|Nevada|Bottle Hill|41.3844476|-118.2667182
Boulder Mountain|Summit|Nevada|Boulder Mountain|41.3075072|-119.7883136
Brown Knob|Summit|Nevada|Terrill Mountains|39.0651044|-118.7085885
Buckhorn Peak|Summit|Nevada|Leadville|41.0649355|-119.417806
Buena Vista Hills|Summit|Nevada|Buena Vista Hills North|40.0140993|-118.1526815
Buffalo Mountain|Summit|Nevada|Buffalo Summit|39.1458135|-117.8065934
Buffalo Mountain|Summit|Nevada|Buffalo Mountain|40.2226168|-118.1292302
Buffalo Mountain|Summit|Nevada|Cherry Creek NE|40.7490022|-117.3547804
Butler Mountain|Summit|Nevada|Butler Mountain|38.6889789|-118.891872
Mount Butler|Summit|Nevada|Tonopah|38.0504591|-117.2322695
Butte Spring Hills|Summit|Nevada|Butte Spring|41.1912803|-119.394067
Mount Butte|Summit|Nevada|Mount Butte|38.0217705|-117.2885755
Cain Mountain|Summit|Nevada|Cain Mountain|40.0240293|-117.5433926
Camelback Peak|Summit|Nevada|Wonder Mountain|39.4569059|-118.0794506
Candelaria Mountain|Summit|Nevada|Candelaria|38.1499324|-118.1033921
Canoe Hill|Summit|Nevada|Vista|39.5759304|-119.6686128
Carson Hill|Summit|Nevada|Mason Butte|39.0584565|-119.2375119
Castle Peak|Summit|Nevada|Devils Gate|38.0896204|-117.7465827
Castle Peak|Summit|Nevada|Steamboat|39.4061286|-119.6445843
Chalk Mountain|Summit|Nevada|West Gate|39.3200577|-118.1226666
Cherry Mountain|Summit|Nevada|Bordwell Spring|41.1471137|-119.7460216
China Mountain|Summit|Nevada|China Mountain|40.5649361|-117.4633708
Chispa Hills|Summit|Nevada|Goldfield|37.6767027|-117.1611365
Chocolate Butte|Summit|Nevada|Cornish Peak|40.0453956|-118.1243142
Chukar Ridge|Ridge|Nevada|Win Wan Flat|38.7038821|-118.3293261
Churchill Butte|Summit|Nevada|Churchill Butte|39.3367666|-119.2959828
Cinder Mountain|Summit|Nevada|Martin Canyon|39.437997|-119.4980245
Cinnabar Hill|Summit|Nevada|Desert Peak|39.8088281|-118.883867
Cinnabar Ridge|Ridge|Nevada|Granite Mountain|40.2802786|-117.8169601
Cleaver Peak|Summit|Nevada|Wabuska|39.2184633|-119.1335082
Columbia Mountain|Summit|Nevada|Goldfield|37.7271097|-117.2256014
Copper Mountain|Summit|Nevada|Copper Mountain|38.8616491|-118.4484747
Cornish Peak|Summit|Nevada|Cornish Peak|40.016787|-118.0044163
Crabapple Ridge|Ridge|Nevada|Pinto Springs|41.3718512|-119.6628516
Davis Mountain|Summit|Nevada|Davis Mountain|37.781919|-118.2373379
Deer Creek Peak|Summit|Nevada|Deer Creek Peak|41.3943872|-118.4472375
Divine Peak|Summit|Nevada|Hays Canyon|41.3122778|-119.8909032
Dogskin Mountain|Summit|Nevada|Dogskin Mountain|39.892355|-119.7904777
Donna Schee Peak|Summit|Nevada|Donna Schee Peak|41.0329522|-118.3271524
Doyle Peak|Summit|Nevada|Crow Springs|38.181043|-117.6239117
Driscoll Peak|Summit|Nevada|Wonder Mountain|39.4409277|-118.0813317
Dromedary Hump|Summit|Nevada|Drumm Summit|39.2526146|-118.1660373
Mount Dunfee|Summit|Nevada|Gold Point|37.3428953|-117.3277732
Eagle Rock|Pillar|Nevada|Eagle Rock|39.7449112|-119.0323853
Elephant Head|Summit|Nevada|The Cedars|40.1173161|-117.0058531
Emigrant Peak|Summit|Nevada|Rhyolite Ridge NW|37.9602104|-117.8987127
Emigrant Peak|Summit|Nevada|Emigrant Peak|39.404737|-117.3929056
Fencemaker|Ridge|Nevada|Fencemaker Pass|40.1240601|-117.8321656
Mount Ferguson|Summit|Nevada|Mount Ferguson|38.6571329|-118.1607727
Fireball Ridge|Ridge|Nevada|Hot Springs Flat|39.8677916|-119.100847
Fissure Ridge|Ridge|Nevada|Mount Annie|38.9286967|-118.1702404
Flowery Ridge|Ridge|Nevada|Flowery Peak|39.2963701|-119.6033183
Galena Peak|Summit|Nevada|Mount Siegel|38.8779268|-119.503125
George Washington Rock|Pillar|Nevada|Pyramid SW|40.1126836|-119.7188048
Ghost Dance Ridge|Ridge|Nevada|Ghost Dance Ridge|38.8570974|-118.5906276
Goat Island|Summit|Nevada|Goat Island|37.7639738|-117.6093727
Godeys Rock|Summit|Nevada|Godeys Rock|40.6345965|-119.428509
Golconda Butte|Summit|Nevada|Golconda Butte|41.0704838|-117.5285951
Gold Mountain|Summit|Nevada|Rochester|40.3144956|-118.1501059
Gold Ridge|Ridge|Nevada|Rochester|40.3018289|-118.1979409
Golden Gate Hill|Summit|Nevada|Rochester|40.2983844|-118.1886324
Golden Mountain|Summit|Nevada|Tonopah|38.0632666|-117.2092482
Granite Peak|Summit|Nevada|Granite Peak|39.84698|-119.8840701
Granite Peak|Summit|Nevada|Granite Mountain|40.2781251|-117.7936572
Mount Grant|Summit|Nevada|Mount Grant|38.568482|-118.7911077
Grapevine Peak|Summit|Nevada|Grapevine Peak|36.965211|-117.1497771
Grizzly Hill|Summit|Nevada|Virginia City|39.2546847|-119.6425295
Mount Grosh|Summit|Nevada|Flowery Peak|39.2818519|-119.6176638
Halburg Mountain|Summit|Nevada|Bottle Creek Ranch|41.3512958|-118.31362
Hanging Mesa|Summit|Nevada|Gold Point|37.2760009|-117.2888859
Hart Mountain|Summit|Nevada|Hart Mountain|41.2829428|-119.585551
Hasbrouck Peak|Summit|Nevada|Klondike|37.9915945|-117.265155
Hog Ranch Mountain|Summit|Nevada|Leadville|41.1102993|-119.4318559
Hot Springs Mountain|Summit|Nevada|McTarnahan Hill|39.0639491|-119.7183348
Hot Springs Peak|Summit|Nevada|Hot Springs Peak|41.3683023|-117.4325933
Humboldt Dike|Ridge|Nevada|Ocala|39.9419624|-118.7035253
Hungry Mountain|Summit|Nevada|Bedell Flat|39.7513584|-119.7891733
Independence Hill|Summit|Nevada|Rochester|40.27729|-118.1983546
Indian Head Peak|Summit|Nevada|Indian Head Peak|38.6117103|-118.3305024
Indian Ikes Point|Summit|Nevada|Star Peak|40.5629236|-118.1770523
Indian Peak|Summit|Nevada|Rochester|40.3701486|-118.1819213
Joe Eason Mountain|Summit|Nevada|Joe Eason Mountain|39.7876953|-117.0054849
Jungo Hills|Summit|Nevada|Donna Schee Peak|41.0568548|-118.3294608
Juniper Peak|Summit|Nevada|Juniper Peak|39.7953286|-119.1832787
Kate Peak|Summit|Nevada|Flowery Peak|39.2695799|-119.6189452
Kendall Mountain|Summit|Nevada|McMahon Ridge|37.7526547|-117.2142723
King Lear Peak|Summit|Nevada|King Lear Peak|41.2021854|-118.5547835
Kits Peak|Summit|Nevada|San Emidio Desert South|40.2645063|-119.4939762
Krug Hill|Summit|Nevada|Donna Schee Peak|41.0880004|-118.3356998
Kumiva Peak|Summit|Nevada|Kumiva Peak|40.4060578|-119.2631364
Mount Limbo|Summit|Nevada|Purgatory Peak|40.3399149|-119.2815349
Lime Mountain|Summit|Nevada|Rays|38.2297844|-117.2143762
Lincoln Hill|Summit|Nevada|Rochester|40.2940696|-118.2016884
Mount Lincoln|Summit|Nevada|Table Mountain|39.5493908|-118.2630701
Little Big Mountain|Summit|Nevada|Big Mountain|41.2586847|-119.0319388
Little Black Knob|Summit|Nevada|Buffalo Mountain|40.2441189|-118.2134822
Little Hat Mountain|Summit|Nevada|Hays Canyon|41.3701199|-119.9566135
Little Mahogany Mountain|Summit|Nevada|Hart Mountain|41.2922209|-119.548274
Little Poverty|Summit|Nevada|Little Poverty|41.4027584|-117.4100911
Llama Mountain|Summit|Nevada|Mina|38.3754|-118.0496328
Logan Peak|Summit|Nevada|Logan Peak|40.0505309|-117.9379376
Lone Butte|Summit|Nevada|Red House Flat West|41.0436373|-117.3482062
Lone Mountain|Summit|Nevada|West of Lovelock|40.194723|-118.5302235
Lone Mountain|Summit|Nevada|Rochester|40.3273524|-118.1961852
Lone Rock|Summit|Nevada|Lone Rock|39.8776038|-118.3473513
Luhr Hill|Summit|Nevada|Yerington NE|38.9621159|-119.1131945
Luxor Peak|Summit|Nevada|Kumiva Peak|40.489374|-119.283415
Mable Mountain|Summit|Nevada|Mable Mountain|38.4563211|-118.3082417
Malpais Mesa|Summit|Nevada|Montezuma Peak|37.6798415|-117.2753121
Manhattan Mountain|Summit|Nevada|Manhattan Mountain|39.8213096|-117.1856532
Mason Butte|Summit|Nevada|Mason Butte|39.0803073|-119.1591518
McMahon Ridge|Ridge|Nevada|McMahon Ridge|37.7514907|-117.1832405
Miller Mountain|Summit|Nevada|Miller Mountain|38.0652262|-118.1911266
Mineral Peak|Summit|Nevada|Mineral Peak|39.0469791|-119.5382509
Mineral Ridge|Ridge|Nevada|Silver Peak|37.7900232|-117.7094923
Moho Mountain|Summit|Nevada|Moho Mountain|38.2794745|-118.2595342
Montezuma Peak|Summit|Nevada|Montezuma Peak|37.6945133|-117.3620867
Morena Ridge|Ridge|Nevada|Goldfield|37.727106|-117.2255656
Mount Moses|Summit|Nevada|Mount Moses|40.1471502|-117.4153025
Myers Mountain|Summit|Nevada|Goldfield|37.6952795|-117.2172281
Nache Peak|Summit|Nevada|Black Warrior Peak|39.9964027|-119.2356508
Navajo Peak|Summit|Nevada|King Lear Peak|41.1501733|-118.5676482
Needle Rock|Pillar|Nevada|Tohakum Peak NE|40.206294|-119.3699039
Nellie Spring Mountain|Summit|Nevada|Nellie Spring Mountain|41.396066|-119.6135658
Nenzel Hill|Summit|Nevada|Rochester|40.2836949|-118.1538646
Nevada Hill|Summit|Nevada|Topaz Lake|38.744902|-119.6144714
Never Sweat Hills|Ridge|Nevada|Astor Pass|40.1664223|-119.8237549
New Pass Peak|Summit|Nevada|New Pass Peak|39.6474152|-117.4837034
Newhouse Peak|Summit|Nevada|Yerington|38.930483|-119.2284332
Oreana Peak|Summit|Nevada|Oreana Peak|38.8648381|-119.4790658
Organ Peak|Summit|Nevada|Natchez Pass|40.6517631|-117.8500335
Orleans Hill|Summit|Nevada|Virginia City|39.3371291|-119.6562782
Parker Butte|Summit|Nevada|Parker Butte|39.1352584|-119.0664595
Parrot Peak|Summit|Nevada|Parrot Peak|41.3663279|-118.471319
Paymaster Ridge|Ridge|Nevada|Paymaster Ridge|37.8238412|-117.4571476
Pike Peak|Summit|Nevada|Mount Grant|38.5972201|-118.8492678
Pilot Cone|Summit|Nevada|Pilot Cone|38.9883283|-118.4366861
Pinnacle Mountain|Summit|Nevada|Wild Range Canyon|40.3052856|-117.2631285
Pinto Mountain|Summit|Nevada|Pinto Mountain|41.3399742|-118.7894488
Pirouette Mountain|Summit|Nevada|Pirouette Mountain|39.4529711|-118.126891
Porphyry Peak|Summit|Nevada|Wonder Mountain|39.4597334|-118.0729971
Preble Mountain|Summit|Nevada|Goldfield|37.7041504|-117.1681876
Prison Hill|Summit|Nevada|New Empire|39.1265836|-119.7211429
Purgatory Peak|Summit|Nevada|Purgatory Peak|40.3476434|-119.2830085
Quartz Mountain|Summit|Nevada|Quartz Mountain|39.0429751|-117.9658116
Ragged Top Mountain|Summit|Nevada|Ragged Top Mountain|40.0435312|-118.7776429
Railroad Ridge|Ridge|Nevada|Mount Augusta|39.5790314|-117.893509
Rainbow Mountain|Summit|Nevada|Lahontan Mountains|39.4146421|-118.5434748
Rattlesnake Hill|Summit|Nevada|Fallon|39.4885215|-118.750388
Ravenswood Peak|Summit|Nevada|Manhattan Mountain|39.8132463|-117.1778602
Red Butte|Summit|Nevada|Gilbert Creek NE|39.9761188|-117.2964317
Red Butte|Summit|Nevada|Red Butte|41.0913109|-118.6078716
Red Hill|Summit|Nevada|Logan Peak|40.0785683|-117.9343694
Red Mountain|Summit|Nevada|Rays|38.1452819|-117.2213072
Red Mountain|Summit|Nevada|Sheckler Reservoir|39.38849|-118.9730269
Red Mountain|Summit|Nevada|Red Mountain|41.4343212|-119.0070295
Reed Butte|Summit|Nevada|Lahontan Mountains|39.4373524|-118.5889577
Reservation Hill|Summit|Nevada|Weber Reservoir|39.0157702|-118.8790868
Rhyolite Peak|Summit|Nevada|Rays|38.1840434|-117.2399221
Rhyolite Ridge|Ridge|Nevada|Rhyolite Ridge|37.8215391|-117.8096069
Rim Peak|Summit|Nevada|Needle Peak|40.3362309|-117.6001488
Rock Hill|Summit|Nevada|Rock Hill|38.1484843|-117.9420174
Rockhill Mountain|Summit|Nevada|Natchez Pass|40.6722055|-117.8463807
Rocky Peak|Summit|Nevada|Flowery Peak|39.3493314|-119.570308
Rose Peak|Summit|Nevada|Flowery Peak|39.2833692|-119.6111674
Rosebud Peak|Summit|Nevada|Sulphur|40.8193585|-118.6691613
Russell Peak|Summit|Nevada|Russell Peak|39.9094113|-119.3287969
Sacred Point|Summit|Nevada|Star Peak|40.5561919|-118.146834
Salt Wells Mountain|Summit|Nevada|Lahontan Mountains|39.3915865|-118.5679198
Sand Mountain|Summit|Nevada|Fourmile Flat|39.3161809|-118.3942561
Schoolhouse Butte|Summit|Nevada|Schoolhouse Butte|41.1822761|-118.4069395
Sehoo Mountain|Summit|Nevada|Lahontan Mountains|39.419027|-118.5978955
Selenite Peak|Summit|Nevada|Empire|40.6059422|-119.2661107
Seven Lakes Mountain|Summit|Nevada|Seven Lakes Mountain|39.9149975|-119.941812
Shaly Peak|Summit|Nevada|Table Mountain|39.5483921|-118.2826415
Shamrock Hill|Summit|Nevada|Artesia Lake|38.9225438|-119.2610438
Singatse Peak|Summit|Nevada|Yerington|38.986578|-119.244393
Slate Ridge|Ridge|Nevada|Gold Point|37.331844|-117.2782475
Slaughter Peaks|Summit|Nevada|Table Mountain|39.5215474|-118.2847157
Soldier Cap|Summit|Nevada|Adam Peak|41.2003212|-117.3152158
Sonoma Peak|Summit|Nevada|Adelaide|40.860515|-117.6071152
Split Mountain|Summit|Nevada|Split Mountain|37.7119389|-117.4546698
Koe Pato|Summit|Nevada|Goldbanks Hills|40.4715221|-117.6813299
Daisy Peak|Summit|Nevada|Jersey Summit|40.3039621|-117.3821654
State Line Peak|Summit|Nevada|State Line Peak|40.029801|-119.979354
Sugar Peak|Summit|Nevada|Piper Peak|37.6404185|-117.925559
Sugarloaf|Summit|Nevada|State Line Peak|40.0390175|-119.8901856
Suicide Rock|Pillar|Nevada|Virginia City|39.2896342|-119.6687905
Table Mountain|Summit|Nevada|Misfits Flat|39.285039|-119.3976956
Table Mountain|Summit|Nevada|Logan Peak|40.0108476|-117.9843877
Table Mountain|Summit|Nevada|Lee Peak|40.5030571|-117.7549402
Thunder Mountain|Summit|Nevada|Thunder Mountain|38.171376|-117.0273497
Thunder Mountain|Summit|Nevada|Camp Douglas|38.3262841|-118.2002167
Thunder Mountain|Summit|Nevada|Star Peak|40.5567147|-118.1606175
Tibbie Peak|Summit|Nevada|Flowery Peak|39.3711811|-119.5347538
Mount Tobin|Summit|Nevada|Mount Tobin|40.376459|-117.5260004
Tohakum Peak|Summit|Nevada|Tohakum Peak NW|40.1792625|-119.4551261
Topog Peak|Summit|Nevada|Ocala|39.8867009|-118.6580461
Toulon Peak|Summit|Nevada|Toulon Peak|40.1068953|-118.742727
Treaty Hill|Summit|Nevada|Valmy|40.8674004|-117.16779
Tule Peak|Summit|Nevada|Tule Peak|39.9759632|-119.7439825
Tule Ridge|Ridge|Nevada|Tule Peak|39.9759279|-119.7439735
Tungsten Mountain|Summit|Nevada|Tungsten Mountain|39.686286|-117.7205136
Twin Peaks|Summit|Nevada|Mixie Flat|40.6415095|-119.8923884
Twin Peaks|Summit|Nevada|Wonder Mountain|39.4092285|-118.0567801
Two Tips|Summit|Nevada|Two Tips|39.7124334|-119.1704567
Upsal Hogback|Ridge|Nevada|Upsal Hogback|39.6272227|-118.8075174
Van Zant Peak|Summit|Nevada|Star Peak|40.5570406|-118.1753629
Vigus Butte|Summit|Nevada|Vigus Butte|39.559924|-117.1800941
Vindicator Mountain|Summit|Nevada|Goldfield|37.7299029|-117.2052372
Vinegar Peak|Summit|Nevada|State Line Peak|40.0378572|-119.8797154
Wakefield Peak|Summit|Nevada|Virginia City|39.2910398|-119.6853043
Warm Springs Mountain|Summit|Nevada|Bedell Flat|39.795195|-119.7670435
Washington Hill|Summit|Nevada|Chalk Hills|39.4649238|-119.6187349
Weaver Hill|Summit|Nevada|Rochester|40.2707388|-118.1752552
Wildcat Hill|Summit|Nevada|Dogskin Mountain|39.9764687|-119.8608093
Wildcat Peak|Summit|Nevada|Tohakum Peak NW|40.2383638|-119.4080093
Wonder Mountain|Summit|Nevada|Wonder Mountain|39.4489627|-118.0536808
Yahi Knob|Summit|Nevada|Star Peak|40.5866494|-118.1354665
Yana Point|Summit|Nevada|Star Peak|40.5690998|-118.175468
Battleground Point|Summit|Nevada|Battleground Point|39.7067336|-118.6318925
Gold Mountain|Summit|Nevada|Gold Point|37.2521631|-117.305488
Piper Peak|Summit|Nevada|Piper Peak|37.7042216|-117.9087229
Stonewall Mountain|Summit|Nevada|Scottys Junction NE|37.4998942|-117.0398446
Mount Abbie|Summit|Nevada|Virginia City|39.3327375|-119.6700176
Allen Hill|Summit|Nevada|Dove Creek|40.0617141|-119.3978781
Alpha Butte|Summit|Nevada|Woody Canyon|40.8679392|-118.1763868
Angel Island|Summit|Nevada|Alcatraz Island|37.7464562|-117.546771
Banner Mountain|Summit|Nevada|Goldfield|37.7261455|-117.1905812
Battle Mountain|Summit|Nevada|North Peak|40.6754648|-117.1331628
Belmont Hill|Summit|Nevada|Delvada Spring|41.1804086|-117.4872034
Black Butte|Summit|Nevada|McMahon Ridge|37.7509142|-117.1768591
Black Hills|Summit|Nevada|Ramsey Spring|38.8748765|-118.2157518
Black Mountain|Summit|Nevada|Yerington|38.8884486|-119.2129621
Brock Mountain|Summit|Nevada|Tonopah|38.0517878|-117.2260509
Brougher Mountain|Summit|Nevada|Tonopah|38.0650873|-117.2391929
Brownie Mountain|Summit|Nevada|Goldfield|37.7165605|-117.1917096
Buffalo Summit|Summit|Nevada|Buffalo Summit|39.1498519|-117.7861881
Butler Peak|Summit|Nevada|Virginia City|39.2983784|-119.6713005
Cedar Hill|Summit|Nevada|Virginia City|39.3248628|-119.6523196
Chalk Hills|Summit|Nevada|Chalk Hills|39.388519|-119.5590532
Crescent Dunes|Summit|Nevada|Crescent Dunes|38.2296425|-117.3293277
Crown Peak|Summit|Nevada|Wonder Mountain|39.4091951|-118.092401
Desatoya Peak|Summit|Nevada|Desatoya Peak|39.3651113|-117.7579368
Dickey Peak|Summit|Nevada|Wonder Mountain|39.4771998|-118.1119325
Dry Hills|Summit|Nevada|Dry Hills|41.1332292|-118.3508033
Dry Hills|Summit|Nevada|Adam Peak|41.164976|-117.3632135
Eagles House|Summit|Nevada|Lahontan Mountains|39.4206357|-118.569554
Espina Hill|Summit|Nevada|Goldfield|37.7112199|-117.1536998
Falcon Hill|Summit|Nevada|Purgatory Peak|40.3214176|-119.3498286
Gold Hill|Summit|Nevada|Tonopah|38.0648603|-117.2252618
Granite Point|Summit|Nevada|Granite Point|40.1041689|-118.5970628
Granite Point|Summit|Nevada|Godeys Rock|40.665457|-119.381854
Grassy Rock|Summit|Nevada|Nellie Spring Mountain|41.4427212|-119.532515
Green Hill|Summit|Nevada|Olinghouse|39.6685561|-119.4212987
Green Hill|Summit|Nevada|Desert Peak|39.8065864|-118.9321998
Hartford Hill|Summit|Nevada|Virginia City|39.2692877|-119.654078
Heller Butte|Summit|Nevada|Tonopah|38.0605584|-117.2282733
Leadville Mountain|Summit|Nevada|Leadville|41.0910644|-119.4318512
Lone Mountain|Summit|Nevada|Lone Mountain|38.0247141|-117.4938497
Lone Tree Hill|Summit|Nevada|Valmy|40.8334305|-117.2042655
Long Peak|Summit|Nevada|Galena Canyon|40.6190381|-117.101371
Mahogany Mountain|Summit|Nevada|Mahogany Mountain|41.2971454|-119.473667
McLeod Hill|Summit|Nevada|Mason Butte|39.0109011|-119.176892
Mizpah Hill|Summit|Nevada|Tonopah|38.0731429|-117.2152377
Mopung Hills|Summit|Nevada|Ocala|39.8809399|-118.7101609
Needle Peak|Summit|Nevada|Needle Peak|40.3154316|-117.5066817
Pilot Peak|Summit|Nevada|Eddyville|38.342977|-117.9740299
Porcupine Mountain|Summit|Nevada|Seven Lakes Mountain|39.883611|-119.9496767
Queen Peak|Summit|Nevada|Wonder Mountain|39.4666548|-118.0515613
Red Rock|Summit|Nevada|Seven Lakes Mountain|39.8998656|-119.9912365
Round Mountain|Summit|Nevada|Wonder Mountain|39.4562259|-118.0261824
Roys Point|Summit|Nevada|Fourmile Canyon|39.1821389|-118.433666
Ruby Hills|Summit|Nevada|Goldfield|37.7380338|-117.1994607
Rushton Hill|Summit|Nevada|Tonopah|38.0701043|-117.2177807
San Juan Hill|Summit|Nevada|Martin Canyon|39.4622468|-119.4012219
Sheep Peaks|Summit|Nevada|Division Peak|41.1022416|-119.3271551
Siebert Mountain|Summit|Nevada|Tonopah|38.0550196|-117.2489596
Slate Mountain|Summit|Nevada|Slate Mountain|39.1089472|-118.2059734
Sou Hills|Summit|Nevada|Sou Hills|40.1431158|-117.7271108
Sunflower Hill|Summit|Nevada|Rochester|40.2820768|-118.1614292
Table Mountain|Summit|Nevada|Mount Butte|38.0705507|-117.2669313
Table Mountain|Summit|Nevada|Table Mountain|39.5432935|-118.3145145
Table Mountain|Summit|Nevada|Mina|38.4944147|-118.0024914
Taylor Hill|Summit|Nevada|Oreana Peak|38.7797069|-119.4056628
Twin Peaks|Summit|Nevada|Virginia City|39.289269|-119.6534943
White Hill|Summit|Nevada|Olinghouse|39.6915929|-119.3796578
White Mountain|Summit|Nevada|Hussman Spring|38.9992587|-118.8903447
White Peaks|Summit|Nevada|Bottle Creek Ranch|41.3634373|-118.3121249
Wildcat Peak|Summit|Nevada|San Emidio Desert South|40.320993|-119.3940602
Windy Point|Summit|Nevada|Deer Creek Slough|41.4720011|-118.609209
Yellow Hills|Summit|Nevada|Yellow Hills East|41.4565749|-119.3647143
Adam Peak|Summit|Nevada|Adam Peak|41.1606124|-117.3053845
